,name,population
3541,Copley,13641
3542,Cayce,13619
3543,West Freehold,13613
3544,Miami,13611
3545,La Grange Park,13608
3546,Port Orchard,13607
3547,Millbury,13606
3548,Hampton Bays,13603
3549,Grover Beach,13600
3550,Bergen Beach,13596
3551,Lebanon,13579
3552,Jericho,13567
3553,Lewisville,13567
3554,Hudson,13566
3555,Sharon,13562
3556,Verona,13545
3557,Swansea,13543
3558,Warrensville Heights,13542
3559,Southern Pines,13539
3560,Riverdale,13536
3561,Palmetto Estates,13535
3562,Henderson,13529
3563,North Mankato,13529
3564,Glenmont,13529
3565,Hockessin,13527
3566,Destin,13523
3567,Mount Dora,13519
3568,Lynden,13517
3569,Havre de Grace,13504
3570,Washington,13497
3571,Waxhaw,13495
3572,White Center,13495
3573,River Ridge,13494
3574,Olympia Heights,13488
3575,Village of Campton Hills,13483
3576,Conway,13467
3577,Glenn Dale,13466
3578,San Marino,13464
3579,Englewood,13460
3580,Orangeburg,13460
3581,Solana Beach,13449
3582,Timberwood Park,13447
3583,Lockhart,13446
3584,Brecksville,13440
3585,Chesterton,13433
3586,Sauk Rapids,13424
3587,South Park Township,13416
3588,Oatfield,13415
3589,Hālawa Heights,13408
3590,Monroe,13393
3591,Kings Park West,13390
3592,Nesconset,13387
3593,Las Vegas,13386
3594,Grain Valley,13379
3595,Dunmore,13379
3596,Brainerd,13371
3597,Western Springs,13369
3598,Discovery Bay,13352
3599,Bedford,13347
3600,Bellair-Meadowbrook Terrace,13343
3601,Saint James,13338
3602,Ridge,13336
3603,New Ulm,13327
3604,South Sioux City,13319
3605,Warrenville,13317
3606,Huron,13313
3607,Waunakee,13311
3608,Shorewood,13311
3609,Beaufort,13306
3610,Avenal,13301
3611,Riverhead,13299
3612,Monticello,13299
3613,West Carrollton City,13297
3614,Franklin Park,13295
3615,Piney Green,13293
3616,Butler,13289
3617,Citrus Ridge,13285
3618,Fergus Falls,13281
3619,California City,13277
3620,Beeville,13277
3621,Gonzalez,13273
3622,Vadnais Heights,13266
3623,North Adams,13263
3624,Brooklyn,13252
3625,Palmetto,13249
3626,Lake Forest Park,13243
3627,Spring Lake,13234
3628,Mercerville,13230
3629,Colonial Park,13229
3630,Glenpool,13225
3631,Fruitville,13224
3632,Red Hill,13223
3633,Red Hill,13223
3634,Lindsay,13217
3635,Calera,13213
3636,University Heights,13202
3637,Carriere,13198
3638,Atlantic Beach,13193
3639,Streator,13182
3640,Lea Hill,13182
3641,Waianae,13177
3642,Lone Tree,13175
3643,Teays Valley,13175
3644,Brandermill,13173
3645,Soddy-Daisy,13171
3646,Snoqualmie,13169
3647,Fostoria,13167
3648,Short Hills,13165
3649,Oakland,13165
3650,Wayland,13155
3651,Raynham,13153
3652,Coatesville,13148
3653,Clayton,13146
3654,Crowley,13144
3655,McPherson,13144
3656,Harrison,13138
3657,Saddle Brook,13130
3658,Bellefontaine,13117
3659,Black Forest,13116
3660,Ridgefield Park,13102
3661,Grovetown,13093
3662,Bardstown,13091
3663,Windham,13091
3664,Worthington,13090
3665,Commerce,13081
3666,La Grande,13074
3667,Saint Marys,13070
3668,Stoughton,13067
3669,Kingsgate,13065
3670,Geneva,13062
3671,Meadville,13061
3672,Lockhart,13060
3673,Harwich,13059
3674,South Charleston,13045
3675,Medway,13042
3676,Marshall,13039
3677,Santa Fe,13037
3678,Newton,13035
3679,North Auburn,13022
3680,Tehachapi,13021
3681,Saint Ann,13020
3682,Thonotosassa,13014
3683,Endicott,13014
3684,Ferndale,13010
3685,Arrochar,13010
3686,Connersville,13010
3687,Rantoul,13008
3688,Middleburg,13008
3689,Greenville,13006
3690,Shadow Hills,13000
3691,Saint Simons Island,13000
3692,Woodward,12993
3693,Rochester,12993
3694,Key Biscayne,12990
3695,Claremont,12984
3696,Superior,12980
3697,Auburn,12979
3698,Saint Augustine,12975
3699,Powell,12972
3700,Justice,12968
3701,West Monroe,12966
3702,Glen Carbon,12966
3703,Malibu,12965
3704,College,12964
3705,Borger,12964
3706,Shiloh,12961
3707,Fort Drum,12955
3708,Grass Valley,12944
3709,Newington,12943
3710,Lakeland North,12942
3711,Greenwich,12942
3712,Kingston,12941
3713,Fulton,12939
3714,El Dorado,12931
3715,Wawarsing,12925
3716,Mounds View,12914
3717,Herrin,12910
3718,Grenada,12900
3719,Dover,12899
3720,Hanover,12898
3721,Dardenne Prairie,12890
3722,Saint Helens,12883
3723,Forest Hill,12881
3724,Weigelstown,12875
3725,Dallas,12870
3726,Glendale,12870
3727,York Beach,12854
3728,Holiday City-Berkeley,12831
3729,Hot Springs Village,12807
3730,Fruita,12795
3731,Kettering,12790
3732,Athens,12788
3733,Port Neches,12786
3734,New Carrollton,12786
3735,Hamilton Square,12784
3736,Fallsburg,12773
3737,Charlton,12764
3738,Seaside,12754
3739,Bedford,12747
3740,Andover,12745
3741,Finneytown,12741
3742,Elk City,12717
3743,New Kensington,12713
3744,Conneaut,12712
3745,Derby,12700
3746,Boone,12692
3747,Minden,12690
3748,Middle Valley,12684
3749,Markham,12682
3750,Belle Chasse,12679
3751,Riviera Beach,12677
3752,Pelham,12676
3753,Pedley,12672
3754,El Sobrante,12669
3755,Nānākuli,12666
3756,McComb,12661
3757,Sylacauga,12657
3758,Half Moon Bay,12657
3759,West Valley,12655
3760,Lilburn,12655
3761,Centralia,12655
3762,San Anselmo,12653
3763,Artondale,12653
3764,Lincolnwood,12646
3765,Panama City Beach,12624
3766,Montgomeryville,12624
3767,Joppatowne,12616
3768,Uxbridge,12614
3769,Effingham,12604
3770,Eufaula,12596
3771,Channahon,12594
3772,Moody,12593
3773,Loveland,12585
3774,South Daytona,12584
3775,Platteville,12572
3776,Gaffney,12566
3777,Kemp Mill,12564
3778,Rogers,12562
3779,Azalea Park,12556
3780,Lakeland,12553
3781,Rendon,12552
3782,Palos Heights,12545
3783,Wickliffe,12545
3784,Verona,12540
3785,Woodhaven,12539
3786,Bonita,12538
3787,Kewanee,12533
3788,Woodland Park,12518
3789,Cambridge,12507
3790,Bainbridge,12507
3791,Bedford,12502
3792,Windsor Locks,12498
3793,Winnetka,12472
3794,New Providence,12469
3795,Green River,12465
3796,Grand Terrace,12464
3797,Patchogue,12463
3798,Cedar Grove,12457
3799,Ardmore,12455
3800,Wilmington,12449
3801,Ringwood,12448
3802,North Madison,12435
3803,Steamboat Springs,12435
3804,Abbeville,12434
3805,Fort Atkinson,12426
3806,Lake Arrowhead,12424
3807,Irondale,12423
3808,Lumberton,12421
3809,Larkspur,12417
3810,Port Lavaca,12416
3811,Mount Vernon,12416
3812,Brookhaven,12414
3813,Fernway,12414
3814,Beatrice,12388
3815,Ottawa,12387
3816,Wilton Manors,12385
3817,Four Corners,12382
3818,Federal Heights,12381
3819,Spring Creek,12361
3820,New Baltimore,12354
3821,Forestville,12353
3822,Chatham,12351
3823,Atco,12350
3824,Mandeville,12345
3825,Fernandina Beach,12339
3826,Miller Place,12339
3827,Escanaba,12334
3828,Mountain Home,12330
3829,Lake Los Angeles,12328
3830,Cleveland,12327
3831,Portland,12323
3832,Gulfport,12322
3833,Plover,12319
3834,Cornelius,12317
3835,Broadlands,12313
3836,Northlake,12312
3837,North Castle,12304
3838,Big Bear City,12304
3839,Eatontown,12301
3840,Coolidge,12297
3841,Marion,12292
3842,West Plains,12285
3843,Plymouth,12284
3844,Trenton,12281
3845,Overlea,12275
3846,North Merrick,12272
3847,Port Saint John,12267
3848,Green Valley,12262
3849,Okmulgee,12244
3850,South Miami,12242
3851,Hasbrouck Heights,12227
3852,Jacksonville,12222
3853,Marysville,12216
3854,Clarkston,12215
3855,Kingston,12208
3856,Davidson,12207
3857,Winfield,12204
3858,Red Bank,12204
3859,Somerville,12202
3860,Kings Point,12201
3861,East Hanover,12194
3862,Tucson Estates,12192
3863,Haverstraw,12187
3864,Suamico,12187
3865,Timberlake,12183
3866,Riverview,12181
3867,Choctaw,12179
3868,Lake City,12161
3869,Babylon,12161
3870,Travilah,12159
3871,Blue Ash,12159
3872,Hudson,12158
3873,Neosho,12156
3874,Baraboo,12155
3875,Freeport,12154
3876,Stony Point,12147
3877,Richmond,12138
3878,Arkansas City,12136
3879,Amherst,12135
3880,New Kingman-Butler,12134
3881,Evanston,12133
3882,Speedway,12127
3883,Weatherford,12126
3884,Florida City,12122
3885,Port Royal,12122
3886,Wells Branch,12120
3887,Luling,12119
3888,Mount Sinai,12118
3889,Brown Deer,12102
3890,Salisbury,12093
3891,Dunkirk,12081
3892,Woodmere,12080
3893,Washington,12078
3894,Cloquet,12075
3895,Festus,12065
3896,Poquoson,12059
3897,Chelsea,12059
3898,Irmo,12056
3899,Lake Station,12054
3900,Glenn Heights,12042
3901,Madison,12040
3902,Goldenrod,12039
3903,Norton,12036
3904,Artesia,12036
3905,Edgewater,12034
3906,Fairfax Station,12030
3907,Stafford,12029
3908,Centerton,12023
3909,Red Oak,12022
3910,Smithfield,12022
3911,Los Alamos,12019
3912,Clawson,12015
3913,North Palm Beach,12015
3914,Salem,12003
3915,Fortuna,12000
3916,Cedar Lake,12000
3917,Glen Rock,11999
3918,Firestone,11999
3919,Portales,11995
3920,Gladstone,11986
3921,La Homa,11985
3922,Martinsville,11980
3923,Kailua-Kona,11975
3924,Waconia,11968
3925,Shepherdsville,11967
3926,Crestwood,11966
3927,Youngsville,11961
3928,North Wantagh,11960
3929,Freehold,11959
3930,Monfort Heights,11948
3931,Scotts Valley,11945
3932,Holly Hill,11943
3933,Leeds,11936
3934,Richmond Hill,11935
3935,Bogalusa,11933
3936,Bennsville,11923
3937,Guymon,11921
3938,West Haven,11921
3939,Dranesville,11921
3940,Bucyrus,11916
3941,Kelso,11901
3942,Pennsville,11888
3943,Maryville,11879
3944,Clayton,11867
3945,California,11857
3946,Lakeside,11849
3947,Terryville,11849
3948,Wanaque,11848
3949,Cypress Lake,11846
3950,Alexandria,11843
3951,Westwood Lake,11838
3952,Florham Park,11835
3953,Morgan City,11835
3954,Kingsburg,11824
3955,Georgetown,11823
3956,Greensburg,11819
3957,Cottonwood,11818
3958,Schiller Park,11806
3959,Lovington,11800
3960,Sugarland Run,11799
3961,Pontiac,11794
3962,Bridgeton,11786
3963,Franklin,11783
3964,Woodinville,11782
3965,Newport East,11769
3966,Red Bank,11769
3967,Snyder,11768
3968,Lansing,11767
3969,Beachwood,11762
3970,Lower Burrell,11761
3971,Trophy Club,11759
3972,Somersworth,11759
3973,Healdsburg,11742
3974,Blackfoot,11740
3975,South Lyon,11722
3976,Carver,11718
3977,Douglas,11718
3978,Wallington,11716
3979,Ocean Pines,11710
3980,Jensen Beach,11707
3981,Lahaina,11704
3982,Foothill Ranch,11698
3983,Emeryville,11694
3984,Azle,11693
3985,East Bethel,11692
3986,West Henrietta,11691
3987,Martinsville,11690
3988,Seven Hills,11690
3989,Macedonia,11686
3990,Weston,11682
3991,Waipio,11674
3992,Magnolia,11669
3993,River Edge,11668
3994,Oquirrh,11668
3995,Guttenberg,11665
3996,Mexico,11660
3997,North Lindenhurst,11652
3998,Wyandanch,11647
3999,Goshen,11644
4000,Lexington Park,11626
4001,Arlington,11625
4002,Ravenna,11619
4003,Enumclaw,11609
4004,Oskaloosa,11607
4005,Verde Village,11605
4006,El Campo,11604
4007,Lynnfield,11596
4008,Cocoa Beach,11595
4009,Elizabethtown,11586
4010,Mack,11585
4011,Port Washington,11576
4012,Robstown,11576
4013,Lakeland South,11574
4014,Home Gardens,11570
4015,Villas,11569
4016,Upper Montclair,11565
4017,Signal Hill,11565
4018,Sun Village,11565
4019,Archdale,11564
4020,Tarrytown,11560
4021,Moss Bluff,11557
4022,Mountain Park,11554
4023,Fulton,11552
4024,Garden City,11550
4025,Valley Falls,11547
4026,Urbana,11547
4027,North Bellport,11545
4028,Troy,11542
4029,Lakeland Village,11541
4030,Tomball,11540
4031,Greatwood,11538
4032,Destrehan,11535
4033,Gladeview,11535
4034,Cheney,11534
4035,Richfield,11530
4036,Groveland,11528
4037,Grafton,11527
4038,Yeadon,11523
4039,Shady Hills,11523
4040,Hobe Sound,11521
4041,Byram,11509
4042,Claiborne,11507
4043,Yulee,11491
4044,Rehoboth,11486
4045,Excelsior Springs,11486
4046,Robinson,11484
4047,Cedarburg,11482
4048,Gainesville,11481
4049,Lewisburg,11480
4050,Royse City,11465
4051,Prairie Ridge,11464
4052,Anna,11463
4053,Bellmawr,11462
4054,North Saint Paul,11460
4055,Hillsborough,11451
4056,Los Alamitos,11449
4057,Endwell,11446
4058,Clute,11444
4059,Fenton,11442
4060,Somerset,11439
4061,Branson,11431
4062,Parker,11431
4063,Mendota,11430
4064,Lakes by the Bay,11422
4065,Mays Chapel,11420
4066,Salem,11416
4067,Haddonfield,11414
4068,Frederick,11413
4069,Webster,11412
4070,Crossville,11411
4071,Hawaiian Paradise Park,11404
4072,D'Iberville,11400
4073,Summit,11389
4074,Piedmont,11376
4075,Ridgefield,11373
4076,Ionia,11372
4077,Lyndon,11372
4078,Carnot-Moon,11372
4079,Newcastle,11370
4080,Emmaus,11368
4081,Greentree,11367
4082,Tyngsboro,11366
4083,Grosse Ile,11361
4084,Jefferson Hills,11360
4085,Ocean City,11355
4086,Camden,11347
4087,Oxford,11345
4088,Waupun,11343
4089,Oak Hills,11333
4090,Niles,11333
4091,North Valley,11333
4092,Two Rivers,11331
4093,Gloucester City,11329
4094,Lakewood Park,11323
4095,Fort Morgan,11319
4096,Smyrna,11319
4097,Mango,11313
4098,Gardnerville Ranchos,11312
4099,East Grand Rapids,11311
4100,Magalia,11310
4101,Broussard,11303
4102,Walker Mill,11302
4103,West Sedona,11299
4104,Robertsville,11297
4105,Merriam,11288
4106,Madison Heights,11285
4107,Woods Cross,11284
4108,Spearfish,11283
4109,Plano,11282
4110,Warren,11280
4111,Shiloh,11272
4112,Guthrie,11270
4113,Cusseta,11267
4114,Huntington,11267
4115,Communications Hill,11267
4116,Lewis Center,11261
4117,Wrentham,11251
4118,Loganville,11248
4119,Westwood,11247
4120,Munhall,11247
4121,Yazoo City,11245
4122,Minooka,11243
4123,Campbellsville,11237
4124,Lake Grove,11235
4125,Yorktown,11231
4126,White House,11226
4127,Mendota Heights,11223
4128,Browns Mills,11223
4129,Grosse Pointe Park,11220
4130,Shiloh,11218
4131,Pike Creek Valley,11217
4132,Shiloh,11217
4133,Beachwood,11214
4134,Spencer,11212
4135,North Smithfield,11212
4136,Haysville,11212
4137,Orange City,11210
4138,Berkley,11207
4139,Pompton Lakes,11202
4140,Vernal,11200
4141,River Forest,11199
4142,Saint Peter,11196
4143,Jefferson,11193
4144,Jerome,11184
4145,Springdale,11182
4146,Elwood,11177
4147,Grandview,11176
4148,Leon Valley,11174
4149,North Scituate,11171
4150,Webb City,11165
4151,Dudley,11165
4152,Tarboro,11164
4153,Sierra Madre,11163
4154,Galena Park,11162
4155,Camp Verde,11155
4156,Oakwood,11148
4157,Mount Kisco,11145
4158,East Renton Highlands,11140
4159,Raymondville,11139
4160,Chino Valley,11137
4161,Lantana,11136
4162,Oneida,11134
4163,Dobbs Ferry,11131
4164,Gulf Shores,11131
4165,Grand Rapids,11127
4166,Coshocton,11121
4167,Cherry Creek,11120
4168,Webster,11116
4169,Helena-West Helena,11109
4170,Town and Country,11106
4171,Lighthouse Point,11104
4172,Lawrenceburg,11103
4173,Village Park,11099
4174,Fredericksburg,11094
4175,South Yarmouth,11092
4176,Canyon Lake,11080
4177,View Park-Windsor Hills,11075
4178,East Milton,11074
4179,Leicester,11064
4180,Grand Haven,11062
4181,Peru,11060
4182,Lakeland Highlands,11056
4183,Joint Base Lewis McChord,11046
4184,Saint Albans,11044
4185,Burkburnett,11043
4186,Diamond Springs,11037
4187,Sonoma,11037
4188,Londonderry,11037
4189,Millington,11027
4190,Little Chute,11026
4191,Vermilion-on-the-Lake,11006
4192,Suffern,11001
4193,Ontario,10999
4194,Chalco,10994
4195,West Point,10990
4196,Crestwood,10984
4197,Mountain Top,10982
4198,Doctor Phillips,10981
4199,Totowa,10973
4200,Spuyten Duyvil,10971
4201,Mitchellville,10967
4202,Little Ferry,10963
4203,Martin,10959
4204,Union,10957
4205,Damascus,10952
4206,Highland Park,10949
4207,Vidor,10945
4208,Cordele,10943
4209,Bluffdale,10931
4210,Malvern,10928
4211,Seymour,10919
4212,Quartz Hill,10912
4213,Gulf Gate Estates,10911
4214,Storm Lake,10910
4215,Fairfield,10907
4216,Trinity,10907
4217,Ironton,10900
4218,Lincolnton,10900
4219,Newman,10899
4220,Brooklyn,10899
4221,Franklin Lakes,10899
4222,Summerfield,10898
4223,Corning,10897
4224,Sturgis,10896
4225,Doraville,10896
4226,DeRidder,10890
4227,Ogdensburg,10883
4228,Woodbury,10879
4229,Taylorville,10873
4230,Riverton,10873
4231,Citrus,10866
4232,Summerfield,10861
4233,Show Low,10860
4234,Acushnet,10850
4235,Waynesboro,10848
4236,East Liverpool,10846
4237,Coldwater,10844
4238,Highland City,10834
4239,Miami Shores,10831
4240,Maltby,10830
4241,Winchester Center,10830
4242,Burr Ridge,10818
4243,Sedro-Woolley,10815
4244,Lindon,10810
4245,Sweetwater,10809
4246,Pine Castle,10805
4247,Mount Holly,10804
4248,La Riviera,10802
4249,Marinette,10799
4250,Bellefontaine Neighbors,10798
4251,Van Wert,10798
4252,Monroe,10796
4253,Muskegon Heights,10796
4254,Holbrook,10791
4255,Broomall,10789
4256,Worth,10784
4257,Jacinto City,10782
4258,Smithfield,10782
4259,Farmersville,10774
4260,Crestline,10770
4261,Kings Mountain,10760
4262,Viera East,10757
4263,Lowes Island,10756
4264,Delhi,10755
4265,Sussex,10753
4266,Roessleville,10753
4267,Arkadelphia,10745
4268,Saks,10744
4269,Echelon,10743
4270,Collegedale,10743
4271,Vermillion,10738
4272,Tamalpais-Homestead Valley,10735
4273,Minneola,10735
4274,Middlesboro,10730
4275,Lyons,10722
4276,Holly Springs,10719
4277,Fort Madison,10717
4278,Bolivar,10714
4279,Bastrop,10713
4280,Atchison,10712
4281,Largo,10709
4282,Fredonia,10705
4283,Cheval,10702
4284,Petal,10701
4285,Halfway,10701
4286,Kapa‘a,10699
4287,Rosaryville,10697
4288,Little Falls,10688
4289,Somers Point,10688
4290,Darby,10687
4291,Vidalia,10679
4292,Gonzales,10678
4293,Grimes,10676
4294,Picayune,10675
4295,Klahanie,10674
4296,Batesville,10668
4297,Northbrook,10668
4298,Kennett,10662
4299,Burlington,10650
4300,Placerville,10650
4301,Garden Acres,10648
4302,Sandy,10644
4303,Muscoy,10644
4304,Morro Bay,10639
4305,Lansdowne,10639
4306,Satellite Beach,10633
4307,Scottdale,10631
4308,Massena,10629
4309,Old Saybrook,10627
4310,Bedford Heights,10625
4311,Vashon,10624
4312,Camp Pendleton South,10616
4313,Forest Acres,10615
4314,Winton,10613
4315,Keokuk,10609
4316,Eureka,10602
4317,Norwell,10581
4318,Gardere,10580
4319,Union City,10573
4320,Vernon,10573
4321,Eltingville,10573
4322,Vienna,10573
4323,Accokeek,10573
4324,Santaquin,10572
4325,North Versailles,10571
4326,Lawrenceburg,10569
4327,Roscoe,10565
4328,Hillsdale,10559
4329,Exeter,10548
4330,Belmont,10533
4331,Forestville,10532
4332,Weddington,10531
4333,Farmington,10523
4334,Jackson,10523
4335,Chesapeake Ranch Estates,10519
4336,Fox Lake,10518
4337,Manchester,10517
4338,The Pinery,10517
4339,Pine Hill,10510
4340,Montgomery,10506
4341,Redwood Shores,10500
4342,Sebring,10497
4343,Dent,10497
4344,Bound Brook,10497
4345,Sauk Village,10493
4346,Rockport,10490
4347,Heath,10489
4348,Ventnor City,10486
4349,Middle Island,10483
4350,Arizona City,10475
4351,Wyomissing,10469
4352,Richmond Heights,10469
4353,Burley,10436
4354,Vermilion,10434
4355,Key Largo,10433
4356,Canandaigua,10431
4357,Warr Acres,10431
4358,Manville,10429
4359,West Haverstraw,10421
4360,Lincoln Park,10405
4361,Melvindale,10404
4362,Cambridge,10402
4363,Greencastle,10401
4364,Big Rapids,10397
4365,Kinnelon,10392
4366,Palatka,10390
4367,Columbia,10388
4368,Sedona,10388
4369,Celina,10387
4370,Norfolk,10386
4371,Portage,10382
4372,Wabash,10381
4373,Struthers,10375
4374,Cadillac,10373
4375,Big Lake,10368
4376,Pella,10363
4377,Castle Pines North,10360
4378,Mount Airy,10354
4379,Barrington,10353
4380,West Point,10345
4381,Durham,10345
4382,Silver Springs,10334
4383,Newberry,10331
4384,Linthicum,10324
4385,Reading,10324
4386,Bluefield,10323
4387,Little Canada,10319
4388,Eunice,10310
4389,Wood River,10294
4390,Hull,10293
4391,Oak Grove,10291
4392,Morris Park,10289
4393,Newport,10268
4394,Beverly Hills,10267
4395,Edwards,10266
4396,Cedar Hills,10265
4397,Pleasant Grove,10260
4398,Nanticoke,10258
4399,Lancaster,10258
4400,Milford,10252
4401,Rossmoor,10244
4402,Timberlane,10243
4403,Sleepy Hollow,10242
4404,Fairview Shores,10239
4405,Waterloo,10236
4406,Alpine,10235
4407,Beecher,10232
4408,Española,10224
4409,Fairmount,10224
4410,Roma,10223
4411,Berwick,10223
4412,Fairmont,10221
4413,River Grove,10219
4414,Anderson,10217
4415,North Branch,10215
4416,Watervliet,10214
4417,Vail,10208
4418,Gages Lake,10198
4419,Jefferson,10195
4420,Raceland,10193
4421,Columbia,10191
4422,Bel Air,10190
4423,Capitola,10189
4424,North Logan,10181
4425,Jennings,10180
4426,Bohemia,10180
4427,Alpena,10175
4428,Bellmead,10164
4429,Wells Beach Station,10162
4430,Forestdale,10162
4431,Lake Morton-Berrydale,10160
4432,Gold Canyon,10159
4433,Gold Camp,10159
4434,Shasta Lake,10159
4435,Lanham,10157
4436,Paris,10150
4437,Great Neck,10143
4438,Colts Neck,10142
4439,East Stroudsburg,10140
4440,Oil City,10137
4441,Norwalk,10135
4442,Marlton,10133
4443,Galion,10127
4444,Denham Springs,10125
4445,Fort Knox,10124
4446,Essex Junction,10111
4447,San Diego Country Estates,10109
4448,Maynard,10106
4449,Goulds,10103
4450,Waldwick,10095
4451,Port Salerno,10091
4452,Parsons,10090
4453,Comstock Park,10088
4454,Avon Park,10086
4455,Inwood,10082
4456,Mayfield,10080
4457,Bonham,10079
4458,Lexington,10075
4459,Countryside,10072
4460,Waverly,10066
4461,Canyon Rim,10062
4462,London,10060
4463,North Andrews Gardens,10056
